design_id,competition_id,polarity,statement_index,tag,statement
AAA5,AAA,positive,4,layout,The outdoor sports facilities are fulfilled according to the space allocation plan and are well arranged.
AAA5,AAA,positive,5,layout,"The room program for changing rooms, equipment rooms and material rooms is complete and well organized."
AAA5,AAA,positive,5,functionality,"The room program for changing rooms, equipment rooms and material rooms is complete and well organized."
AAA5,AAA,positive,6,structure,"The various buildings have a clean structural solution, and the gymnasium ceiling uses an interesting truss construction."
AAA5,AAA,positive,6,massing,"The various buildings have a clean structural solution, and the gymnasium ceiling uses an interesting truss construction."
AAA5,AAA,negative,1,urban integration,The elementary-school location is not entirely unproblematic in urban-planning terms.
AAA5,AAA,negative,2,open space,The roof gardens are too limited to work convincingly as break areas in the proposed arrangement.
AAA5,AAA,negative,2,functionality,The roof gardens are too limited to work convincingly as break areas in the proposed arrangement.
AAA5,AAA,negative,2,proportion,The roof gardens are too limited to work convincingly as break areas in the proposed arrangement.
AAA5,AAA,negative,3,layout,"The allocation of group rooms is unfavorable, and one break area would serve four classrooms."
AAA5,AAA,negative,3,functionality,"The allocation of group rooms is unfavorable, and one break area would serve four classrooms."
AAA5,AAA,negative,4,fire safety,The escape-route concept was not considered feasible and requires revision.
AAA5,AAA,negative,4,circulation,The escape-route concept was not considered feasible and requires revision.
AAA5,AAA,negative,4,safety,The escape-route concept was not considered feasible and requires revision.
AAA5,AAA,negative,5,facade,The proposed façades are too vaguely formulated and leave too much room for interpretation.
AAA5,AAA,negative,5,expression,The proposed façades are too vaguely formulated and leave too much room for interpretation.
AAA5,AAA,negative,5,identity,The proposed façades are too vaguely formulated and leave too much room for interpretation.
AAA5,AAA,negative,6,visibility,The buried gymnasium provides little stimulation and social control of the above-ground pitches.
AAA5,AAA,negative,6,safety,The buried gymnasium provides little stimulation and social control of the above-ground pitches.
AAA5,AAA,negative,6,operation,The buried gymnasium provides little stimulation and social control of the above-ground pitches.
AAA5,AAA,negative,7,circulation,The classroom access and outdoor-space arrangement forms a problematic knot that can hardly be solved.
AAA5,AAA,negative,7,layout,The classroom access and outdoor-space arrangement forms a problematic knot that can hardly be solved.
AAA5,AAA,negative,7,open space,The classroom access and outdoor-space arrangement forms a problematic knot that can hardly be solved.
AAA5,AAA,negative,8,layout,"The daycare-center rooms lack clear allocation to care groups, and some room functions remain unclear."
AAA5,AAA,negative,8,functionality,"The daycare-center rooms lack clear allocation to care groups, and some room functions remain unclear."
AAA5,AAA,negative,9,cost,The project is costly in terms of maintenance and building cleaning.
AAA5,AAA,negative,9,operation,The project is costly in terms of maintenance and building cleaning.
AAAA1,AAAA,positive,1,urban integration,The careful positioning of two structures forms differentiated outdoor spaces with interesting visual connections and good permeability.
AAAA1,AAAA,positive,1,open space,The careful positioning of two structures forms differentiated outdoor spaces with interesting visual connections and good permeability.
AAAA1,AAAA,positive,1,visibility,The careful positioning of two structures forms differentiated outdoor spaces with interesting visual connections and good permeability.
AAAA1,AAAA,positive,2,circulation,The access areas are precisely formulated outdoor spaces with exciting spatial sequences and appropriate permeability.
AAAA1,AAAA,positive,2,open space,The access areas are precisely formulated outdoor spaces with exciting spatial sequences and appropriate permeability.
AAAA1,AAAA,positive,3,massing,"The calm, continuous height development and generous openings give the hall a modern, distinguished elegance suited to its cultural use."
AAAA1,AAAA,positive,3,expression,"The calm, continuous height development and generous openings give the hall a modern, distinguished elegance suited to its cultural use."
AAAA1,AAAA,positive,3,proportion,"The calm, continuous height development and generous openings give the hall a modern, distinguished elegance suited to its cultural use."
AAAA1,AAAA,positive,4,circulation,"The entrance via the forecourt is carefully balanced, and visitor routing is of high quality."
AAAA1,AAAA,positive,4,open space,"The entrance via the forecourt is carefully balanced, and visitor routing is of high quality."
AAAA1,AAAA,positive,5,functionality,"The community hall is functionally well organized, with a generously dimensioned and spatially attractive foyer."
AAAA1,AAAA,positive,5,layout,"The community hall is functionally well organized, with a generously dimensioned and spatially attractive foyer."
AAAA1,AAAA,positive,6,proportion,The hall has good spatial proportions in both its basic form and extended form.
AAAA1,AAAA,positive,6,flexibility,The hall has good spatial proportions in both its basic form and extended form.
AAAA1,AAAA,positive,7,flexibility,The clear separation into independent buildings preserves options for future use and limits financial risk.
AAAA1,AAAA,positive,7,operation,The clear separation into independent buildings preserves options for future use and limits financial risk.
AAAA1,AAAA,positive,7,cost,The clear separation into independent buildings preserves options for future use and limits financial risk.
AAAA1,AAAA,positive,8,topography,The residential building follows the contour lines and blends naturally into the local architectural structure.
AAAA1,AAAA,positive,8,urban integration,The residential building follows the contour lines and blends naturally into the local architectural structure.
AAAA1,AAAA,positive,8,massing,The residential building follows the contour lines and blends naturally into the local architectural structure.
AAAA1,AAAA,positive,9,acoustics,The neighborhood is optimally protected from hall emissions.
AAAA1,AAAA,positive,9,urban integration,The neighborhood is optimally protected from hall emissions.
AAAA1,AAAA,negative,1,landscape,The row of trees along the streetcar is untypical of the neighborhood and should be questioned.
AAAA1,AAAA,negative,1,urban integration,The row of trees along the streetcar is untypical of the neighborhood and should be questioned.
AAAA1,AAAA,negative,2,facade,The north-west and north-east façades are not yet satisfactory.
AAAA1,AAAA,negative,2,expression,The north-west and north-east façades are not yet satisfactory.
AAAA1,AAAA,negative,3,facade,Similar window typologies weaken the precise structure and solitary character of the hall building.
AAAA1,AAAA,negative,3,identity,Similar window typologies weaken the precise structure and solitary character of the hall building.
AAAA1,AAAA,negative,3,expression,Similar window typologies weaken the precise structure and solitary character of the hall building.
AAAA1,AAAA,negative,4,circulation,The passage from the stage to the backstage needs to be designed more generously.
AAAA1,AAAA,negative,4,functionality,The passage from the stage to the backstage needs to be designed more generously.
AAAA1,AAAA,negative,5,expression,The finer design and materialization of the hall and foyer are not yet clearly visible and raise high expectations.
AAAA1,AAAA,negative,5,facade,The finer design and materialization of the hall and foyer are not yet clearly visible and raise high expectations.
AAAA2,AAAA,positive,1,urban integration,The precise urban planning and appropriate scale create a strong contribution to social participation.
AAAA2,AAAA,positive,1,scale,The precise urban planning and appropriate scale create a strong contribution to social participation.
AAAA2,AAAA,positive,1,open space,The precise urban planning and appropriate scale create a strong contribution to social participation.
AAAA2,AAAA,positive,2,proportion,The residential building is beautifully proportioned and fits typologically with the buildings along the street.
AAAA2,AAAA,positive,2,urban integration,The residential building is beautifully proportioned and fits typologically with the buildings along the street.
AAAA2,AAAA,positive,2,massing,The residential building is beautifully proportioned and fits typologically with the buildings along the street.
AAAA2,AAAA,positive,3,facade,"The hall’s simple, precisely designed appearance and outward-facing openings create a dialogue with public space."
AAAA2,AAAA,positive,3,expression,"The hall’s simple, precisely designed appearance and outward-facing openings create a dialogue with public space."
AAAA2,AAAA,positive,3,urban integration,"The hall’s simple, precisely designed appearance and outward-facing openings create a dialogue with public space."
AAAA2,AAAA,positive,4,functionality,"The functionality of the hall, delivery stage, backstage, instrument room, and separation of users is given."
AAAA2,AAAA,positive,4,operation,"The functionality of the hall, delivery stage, backstage, instrument room, and separation of users is given."
AAAA2,AAAA,positive,4,circulation,"The functionality of the hall, delivery stage, backstage, instrument room, and separation of users is given."
AAAA2,AAAA,positive,5,circulation,The simple orientation and equivalent entrances create strong potential for identity.
AAAA2,AAAA,positive,5,identity,The simple orientation and equivalent entrances create strong potential for identity.
AAAA2,AAAA,positive,5,visibility,The simple orientation and equivalent entrances create strong potential for identity.
AAAA2,AAAA,positive,6,structure,The simple structure and hybrid construction allow economical construction and reasonable operating and maintenance costs.
AAAA2,AAAA,positive,6,cost,The simple structure and hybrid construction allow economical construction and reasonable operating and maintenance costs.
AAAA2,AAAA,positive,6,operation,The simple structure and hybrid construction allow economical construction and reasonable operating and maintenance costs.
AAAA2,AAAA,positive,7,sustainability,"The project balances social participation, appropriate scale, energy standards, and renewable raw materials."
AAAA2,AAAA,positive,7,scale,"The project balances social participation, appropriate scale, energy standards, and renewable raw materials."
AAAA2,AAAA,positive,7,open space,"The project balances social participation, appropriate scale, energy standards, and renewable raw materials."
AAAA2,AAAA,negative,1,open space,The interpretation of the site as a continuous public space must be critically questioned.
AAAA2,AAAA,negative,1,urban integration,The interpretation of the site as a continuous public space must be critically questioned.
AAAA2,AAAA,negative,2,urban integration,The concept lacks a differentiated formulation of the various connections to the surroundings.
AAAA2,AAAA,negative,2,landscape,The concept lacks a differentiated formulation of the various connections to the surroundings.
AAAA2,AAAA,negative,3,landscape,The courtyard pergola does not take existing infrastructure or the quality of stay outside events sufficiently into account.
AAAA2,AAAA,negative,3,open space,The courtyard pergola does not take existing infrastructure or the quality of stay outside events sufficiently into account.
AAAA2,AAAA,negative,3,functionality,The courtyard pergola does not take existing infrastructure or the quality of stay outside events sufficiently into account.
AAAA2,AAAA,negative,4,functionality,The bicycle parking spaces are not feasible because of the existing staircase.
AAAA2,AAAA,negative,4,accessibility,The bicycle parking spaces are not feasible because of the existing staircase.
AAAA2,AAAA,negative,5,expression,The foyer and hall are neither atmospherically nor constructively convincing and show a multi-purpose hall rather than a space dedicated to art and culture.
AAAA2,AAAA,negative,5,structure,The foyer and hall are neither atmospherically nor constructively convincing and show a multi-purpose hall rather than a space dedicated to art and culture.
AAAA2,AAAA,negative,5,acoustics,The foyer and hall are neither atmospherically nor constructively convincing and show a multi-purpose hall rather than a space dedicated to art and culture.
AAAA2,AAAA,negative,6,layout,"The kitchen location is controversial, the storage extension is unconvincing, and the route to the visitors’ toilets is awkward and unclear."
AAAA2,AAAA,negative,6,circulation,"The kitchen location is controversial, the storage extension is unconvincing, and the route to the visitors’ toilets is awkward and unclear."
AAAA2,AAAA,negative,6,functionality,"The kitchen location is controversial, the storage extension is unconvincing, and the route to the visitors’ toilets is awkward and unclear."
AAAA2,AAAA,negative,7,cost,"Only two-thirds of the permitted use is utilized, so economic efficiency is unlikely to be outstanding."
AAAA2,AAAA,negative,7,massing,"Only two-thirds of the permitted use is utilized, so economic efficiency is unlikely to be outstanding."
AAAA2,AAAA,negative,8,sustainability,The economical use of land resources is rated below average.
AAAA2,AAAA,negative,8,massing,The economical use of land resources is rated below average.
AAAA2,AAAA,negative,9,identity,"The identity-creating power of the hall still needs to be clarified and strengthened, especially inside."
AAAA2,AAAA,negative,9,expression,"The identity-creating power of the hall still needs to be clarified and strengthened, especially inside."
AAAA3,AAAA,positive,1,scale,The project takes up the scale of the surrounding area while creating an independent presence and identity.
AAAA3,AAAA,positive,1,urban integration,The project takes up the scale of the surrounding area while creating an independent presence and identity.
AAAA3,AAAA,positive,1,identity,The project takes up the scale of the surrounding area while creating an independent presence and identity.
AAAA3,AAAA,positive,2,circulation,Equal accessibility from the north and south correctly picks up pedestrian flows from the village.
AAAA3,AAAA,positive,2,urban integration,Equal accessibility from the north and south correctly picks up pedestrian flows from the village.
AAAA3,AAAA,positive,2,accessibility,Equal accessibility from the north and south correctly picks up pedestrian flows from the village.
AAAA3,AAAA,positive,3,open space,The differently designed courtyards create pleasant arrival spaces and attractive potential outdoor event spaces.
AAAA3,AAAA,positive,3,landscape,The differently designed courtyards create pleasant arrival spaces and attractive potential outdoor event spaces.
AAAA3,AAAA,positive,3,circulation,The differently designed courtyards create pleasant arrival spaces and attractive potential outdoor event spaces.
AAAA3,AAAA,positive,4,flexibility,"The hall, foyer, and outdoor spaces are designed for the greatest possible flexibility across many kinds of events."
AAAA3,AAAA,positive,4,functionality,"The hall, foyer, and outdoor spaces are designed for the greatest possible flexibility across many kinds of events."
AAAA3,AAAA,positive,4,layout,"The hall, foyer, and outdoor spaces are designed for the greatest possible flexibility across many kinds of events."
AAAA3,AAAA,positive,5,flexibility,Sliding partition elements enable diverse uses of the interior and exterior spaces.
AAAA3,AAAA,positive,5,functionality,Sliding partition elements enable diverse uses of the interior and exterior spaces.
AAAA3,AAAA,positive,5,operation,Sliding partition elements enable diverse uses of the interior and exterior spaces.
AAAA3,AAAA,negative,1,landscape,The new open spaces are too small to allow adequate greening.
AAAA3,AAAA,negative,1,open space,The new open spaces are too small to allow adequate greening.
AAAA3,AAAA,negative,2,identity,"The gate signals the main entrance, but the gesture does not actually create an address."
AAAA3,AAAA,negative,2,circulation,"The gate signals the main entrance, but the gesture does not actually create an address."
AAAA3,AAAA,negative,3,open space,The possible outdoor events remain rather theoretical because residents must be protected from emissions.
AAAA3,AAAA,negative,3,acoustics,The possible outdoor events remain rather theoretical because residents must be protected from emissions.
AAAA3,AAAA,negative,3,urban integration,The possible outdoor events remain rather theoretical because residents must be protected from emissions.
AAAA3,AAAA,negative,4,landscape,The private green space cannot create any quality of stay because it borders the street on two sides.
AAAA3,AAAA,negative,4,open space,The private green space cannot create any quality of stay because it borders the street on two sides.
AAAA3,AAAA,negative,4,privacy,The private green space cannot create any quality of stay because it borders the street on two sides.
AAAA3,AAAA,negative,5,layout,The connection of the side and rear rooms is not convincing with every seating option.
AAAA3,AAAA,negative,5,functionality,The connection of the side and rear rooms is not convincing with every seating option.
AAAA3,AAAA,negative,5,flexibility,The connection of the side and rear rooms is not convincing with every seating option.
AAAA3,AAAA,negative,6,acoustics,Mobile room partitions require high-quality acoustic solutions and are maintenance-intensive.
AAAA3,AAAA,negative,6,operation,Mobile room partitions require high-quality acoustic solutions and are maintenance-intensive.
AAAA3,AAAA,negative,6,cost,Mobile room partitions require high-quality acoustic solutions and are maintenance-intensive.
AAAA3,AAAA,negative,7,acoustics,The west-facing apartments are affected by emissions from the hall entrance courtyard.
AAAA3,AAAA,negative,7,privacy,The west-facing apartments are affected by emissions from the hall entrance courtyard.
AAAA3,AAAA,negative,7,urban integration,The west-facing apartments are affected by emissions from the hall entrance courtyard.
AAAA3,AAAA,negative,8,cost,Using only two-thirds of the permitted volume is likely to have a negative impact on profitability.
AAAA3,AAAA,negative,8,massing,Using only two-thirds of the permitted volume is likely to have a negative impact on profitability.
AAAA3,AAAA,negative,9,functionality,"The cultural-center concept overshoots the brief and would require costly management, while clubs would lack optimal conditions for regular use."
AAAA3,AAAA,negative,9,operation,"The cultural-center concept overshoots the brief and would require costly management, while clubs would lack optimal conditions for regular use."
AAAA3,AAAA,negative,9,cost,"The cultural-center concept overshoots the brief and would require costly management, while clubs would lack optimal conditions for regular use."
AAAA4,AAAA,positive,1,circulation,The lowered courtyard and seating steps offer a promising approach to the hall entrance and add outdoor use potential.
AAAA4,AAAA,positive,1,open space,The lowered courtyard and seating steps offer a promising approach to the hall entrance and add outdoor use potential.
AAAA4,AAAA,positive,1,functionality,The lowered courtyard and seating steps offer a promising approach to the hall entrance and add outdoor use potential.
AAAA4,AAAA,positive,2,identity,The hall’s central placement and expressive form clearly identify it as a public building with high recognition value.
AAAA4,AAAA,positive,2,expression,The hall’s central placement and expressive form clearly identify it as a public building with high recognition value.
AAAA4,AAAA,positive,2,visibility,The hall’s central placement and expressive form clearly identify it as a public building with high recognition value.
AAAA4,AAAA,positive,3,massing,"The hall has a compact overall form, an interesting polygonal event space, a well-proportioned foyer, and functional side extensions."
AAAA4,AAAA,positive,3,layout,"The hall has a compact overall form, an interesting polygonal event space, a well-proportioned foyer, and functional side extensions."
AAAA4,AAAA,positive,3,functionality,"The hall has a compact overall form, an interesting polygonal event space, a well-proportioned foyer, and functional side extensions."
AAAA4,AAAA,positive,4,urban integration,The slender residential volume blends well with the existing residential buildings.
AAAA4,AAAA,positive,4,scale,The slender residential volume blends well with the existing residential buildings.
AAAA4,AAAA,positive,4,massing,The slender residential volume blends well with the existing residential buildings.
AAAA4,AAAA,positive,5,urban integration,"The daytime café is an appropriate, neighborhood-compatible use with strong activation potential for the square."
AAAA4,AAAA,positive,5,open space,"The daytime café is an appropriate, neighborhood-compatible use with strong activation potential for the square."
AAAA4,AAAA,positive,5,functionality,"The daytime café is an appropriate, neighborhood-compatible use with strong activation potential for the square."
AAAA4,AAAA,positive,6,open space,The proposed public square and free-standing building are carefully designed.
AAAA4,AAAA,positive,6,urban integration,The proposed public square and free-standing building are carefully designed.
AAAA4,AAAA,positive,6,expression,The proposed public square and free-standing building are carefully designed.
AAAA4,AAAA,negative,1,urban integration,Inserting the hall into the courtyard creates cramped situations between the buildings.
AAAA4,AAAA,negative,1,open space,Inserting the hall into the courtyard creates cramped situations between the buildings.
AAAA4,AAAA,negative,1,scale,Inserting the hall into the courtyard creates cramped situations between the buildings.
AAAA4,AAAA,negative,2,landscape,The purely mineral courtyard and theatrical staging ignore the need for green and recreational space.
AAAA4,AAAA,negative,2,open space,The purely mineral courtyard and theatrical staging ignore the need for green and recreational space.
AAAA4,AAAA,negative,2,functionality,The purely mineral courtyard and theatrical staging ignore the need for green and recreational space.
AAAA4,AAAA,negative,3,operation,No statements are made about how the existing basement uses are to be handled.
AAAA4,AAAA,negative,3,layout,No statements are made about how the existing basement uses are to be handled.
AAAA4,AAAA,negative,4,functionality,"The stage shape is formalistic, difficult to use, and acoustically questionable."
AAAA4,AAAA,negative,4,acoustics,"The stage shape is formalistic, difficult to use, and acoustically questionable."
AAAA4,AAAA,negative,4,expression,"The stage shape is formalistic, difficult to use, and acoustically questionable."
AAAA4,AAAA,negative,5,functionality,"Narrow passages, a lower backstage, inconvenient delivery, missing checkrooms, and restricted food delivery create fundamental functional deficiencies."
AAAA4,AAAA,negative,5,circulation,"Narrow passages, a lower backstage, inconvenient delivery, missing checkrooms, and restricted food delivery create fundamental functional deficiencies."
AAAA4,AAAA,negative,5,operation,"Narrow passages, a lower backstage, inconvenient delivery, missing checkrooms, and restricted food delivery create fundamental functional deficiencies."
AAAA4,AAAA,negative,6,privacy,Ground-floor therapy rooms facing the square should be questioned because of views.
AAAA4,AAAA,negative,6,urban integration,Ground-floor therapy rooms facing the square should be questioned because of views.
AAAA4,AAAA,negative,7,identity,The house entrances contribute little to the formation of an address.
AAAA4,AAAA,negative,7,circulation,The house entrances contribute little to the formation of an address.
AAAA4,AAAA,negative,8,layout,"The apartments are well oriented but schematically formulated, with no precise statements on structure or façade effect."
AAAA4,AAAA,negative,8,facade,"The apartments are well oriented but schematically formulated, with no precise statements on structure or façade effect."
AAAA4,AAAA,negative,8,structure,"The apartments are well oriented but schematically formulated, with no precise statements on structure or façade effect."
AAAA4,AAAA,negative,9,cost,"The apartments are very large, expensive, and not in line with the market."
AAAA4,AAAA,negative,9,functionality,"The apartments are very large, expensive, and not in line with the market."
AAAA4,AAAA,negative,10,operation,Overlapping shell and hall uses require increased coordination for realization.
AAAA4,AAAA,negative,10,structure,Overlapping shell and hall uses require increased coordination for realization.
AAAA5,AAAA,positive,1,massing,The three structures have differentiated volumes and a scale appropriate to the neighborhood.
AAAA5,AAAA,positive,1,scale,The three structures have differentiated volumes and a scale appropriate to the neighborhood.
AAAA5,AAAA,positive,1,urban integration,The three structures have differentiated volumes and a scale appropriate to the neighborhood.
AAAA5,AAAA,positive,2,landscape,Retaining the existing green pockets and trees enables sensibly designed paths to the hall.
AAAA5,AAAA,positive,2,circulation,Retaining the existing green pockets and trees enables sensibly designed paths to the hall.
AAAA5,AAAA,positive,2,sustainability,Retaining the existing green pockets and trees enables sensibly designed paths to the hall.
AAAA5,AAAA,positive,3,circulation,"The routing and clear separation of hall, apartment, and commercial entrances are functional."
AAAA5,AAAA,positive,3,layout,"The routing and clear separation of hall, apartment, and commercial entrances are functional."
AAAA5,AAAA,positive,3,functionality,"The routing and clear separation of hall, apartment, and commercial entrances are functional."
AAAA5,AAAA,positive,4,expression,"The pentagonal hall is convincing in form, functionality, and visitor access."
AAAA5,AAAA,positive,4,functionality,"The pentagonal hall is convincing in form, functionality, and visitor access."
AAAA5,AAAA,positive,4,circulation,"The pentagonal hall is convincing in form, functionality, and visitor access."
AAAA5,AAAA,positive,5,flexibility,Adjustable ceiling elements support variable hall use by regulating zenithal light.
AAAA5,AAAA,positive,5,daylight,Adjustable ceiling elements support variable hall use by regulating zenithal light.
AAAA5,AAAA,positive,5,functionality,Adjustable ceiling elements support variable hall use by regulating zenithal light.
AAAA5,AAAA,positive,6,functionality,The construction meets a wide range of user requirements and is subtly and beautifully designed.
AAAA5,AAAA,positive,6,expression,The construction meets a wide range of user requirements and is subtly and beautifully designed.
AAAA5,AAAA,positive,6,flexibility,The construction meets a wide range of user requirements and is subtly and beautifully designed.
AAAA5,AAAA,positive,7,layout,The commercial space is well positioned and can be used in a variety of ways.
AAAA5,AAAA,positive,7,functionality,The commercial space is well positioned and can be used in a variety of ways.
AAAA5,AAAA,positive,7,flexibility,The commercial space is well positioned and can be used in a variety of ways.
AAAA5,AAAA,negative,1,scale,The large plinth is out of scale with the neighborhood and appears too massive for the location.
AAAA5,AAAA,negative,1,massing,The large plinth is out of scale with the neighborhood and appears too massive for the location.
AAAA5,AAAA,negative,1,urban integration,The large plinth is out of scale with the neighborhood and appears too massive for the location.
AAAA5,AAAA,negative,2,open space,The quality and significance of the public square at the street junction are not comprehensible.
AAAA5,AAAA,negative,2,urban integration,The quality and significance of the public square at the street junction are not comprehensible.
AAAA5,AAAA,negative,2,identity,The quality and significance of the public square at the street junction are not comprehensible.
AAAA5,AAAA,negative,3,circulation,The passageway may be impaired by a tunnel effect.
AAAA5,AAAA,negative,3,urban integration,The passageway may be impaired by a tunnel effect.
AAAA5,AAAA,negative,4,accessibility,Wheelchair access along the courtyard façade does not function as shown because an existing staircase narrows the space.
AAAA5,AAAA,negative,4,circulation,Wheelchair access along the courtyard façade does not function as shown because an existing staircase narrows the space.
AAAA5,AAAA,negative,5,expression,The exterior cubic appearance and the unrecognizable interior shape of the hall are not entirely convincing together.
AAAA5,AAAA,negative,5,massing,The exterior cubic appearance and the unrecognizable interior shape of the hall are not entirely convincing together.
AAAA5,AAAA,negative,6,layout,The kitchen is too far from the hall and service circulation intersects toilet users’ routes.
AAAA5,AAAA,negative,6,circulation,The kitchen is too far from the hall and service circulation intersects toilet users’ routes.
AAAA5,AAAA,negative,6,operation,The kitchen is too far from the hall and service circulation intersects toilet users’ routes.
AAAA5,AAAA,negative,7,functionality,Only about half of the side storage can be used as an auditorium extension.
AAAA5,AAAA,negative,7,flexibility,Only about half of the side storage can be used as an auditorium extension.
AAAA5,AAAA,negative,8,landscape,"Some apartments depend on a greened flat roof or have unattractive views, reducing their appeal."
AAAA5,AAAA,negative,8,visibility,"Some apartments depend on a greened flat roof or have unattractive views, reducing their appeal."
AAAA5,AAAA,negative,8,functionality,"Some apartments depend on a greened flat roof or have unattractive views, reducing their appeal."
AAAA5,AAAA,negative,9,circulation,The stair access is incorrect and reduces the size of an apartment.
AAAA5,AAAA,negative,9,layout,The stair access is incorrect and reduces the size of an apartment.
AAAA5,AAAA,negative,9,functionality,The stair access is incorrect and reduces the size of an apartment.
AAAA5,AAAA,negative,10,operation,The overlap between hall and apartment uses is likely to make finding a developer difficult.
AAAA5,AAAA,negative,10,cost,The overlap between hall and apartment uses is likely to make finding a developer difficult.
AAAA5,AAAA,negative,11,open space,The outdoor-space design and possible uses could be improved.
AAAA5,AAAA,negative,11,landscape,The outdoor-space design and possible uses could be improved.
AAAA5,AAAA,negative,11,functionality,The outdoor-space design and possible uses could be improved.
AAAA6,AAAA,positive,1,scale,The height development convincingly leads from the scale of the existing eastern buildings to the adjacent courtyard.
AAAA6,AAAA,positive,1,urban integration,The height development convincingly leads from the scale of the existing eastern buildings to the adjacent courtyard.
AAAA6,AAAA,positive,1,massing,The height development convincingly leads from the scale of the existing eastern buildings to the adjacent courtyard.
AAAA6,AAAA,positive,2,landscape,The building opens spaces around the trees worth preserving in a natural way.
AAAA6,AAAA,positive,2,sustainability,The building opens spaces around the trees worth preserving in a natural way.
AAAA6,AAAA,positive,2,open space,The building opens spaces around the trees worth preserving in a natural way.
AAAA6,AAAA,positive,3,urban integration,The forecourt and café outdoor area greet pedestrians from the village center and extend to the street.
AAAA6,AAAA,positive,3,open space,The forecourt and café outdoor area greet pedestrians from the village center and extend to the street.
AAAA6,AAAA,positive,3,circulation,The forecourt and café outdoor area greet pedestrians from the village center and extend to the street.
AAAA6,AAAA,positive,4,circulation,The well-proportioned entrances guide visitors to the hall while protecting surrounding residences from emissions.
AAAA6,AAAA,positive,4,proportion,The well-proportioned entrances guide visitors to the hall while protecting surrounding residences from emissions.
AAAA6,AAAA,positive,4,acoustics,The well-proportioned entrances guide visitors to the hall while protecting surrounding residences from emissions.
AAAA6,AAAA,positive,5,layout,"The hall sequence from entrance to foyer to hall is attractive, and the hall is pleasantly proportioned."
AAAA6,AAAA,positive,5,circulation,"The hall sequence from entrance to foyer to hall is attractive, and the hall is pleasantly proportioned."
AAAA6,AAAA,positive,5,proportion,"The hall sequence from entrance to foyer to hall is attractive, and the hall is pleasantly proportioned."
AAAA6,AAAA,positive,6,functionality,"The hall and adjoining rooms are functionally organized correctly, and the storage extension has high utility value."
AAAA6,AAAA,positive,6,layout,"The hall and adjoining rooms are functionally organized correctly, and the storage extension has high utility value."
AAAA6,AAAA,positive,6,operation,"The hall and adjoining rooms are functionally organized correctly, and the storage extension has high utility value."
AAAA6,AAAA,positive,7,massing,Accommodating the entire program in a coherent complex achieves high utilization and good economic efficiency.
AAAA6,AAAA,positive,7,cost,Accommodating the entire program in a coherent complex achieves high utilization and good economic efficiency.
AAAA6,AAAA,positive,7,functionality,Accommodating the entire program in a coherent complex achieves high utilization and good economic efficiency.
AAAA6,AAAA,positive,8,expression,The polygonal volumes speak an unconventional architectural language.
AAAA6,AAAA,positive,8,identity,The polygonal volumes speak an unconventional architectural language.
AAAA6,AAAA,negative,1,landscape,The indentations do not correspond to the neighborhood’s green spaces because they provide no views into the spaces behind.
AAAA6,AAAA,negative,1,visibility,The indentations do not correspond to the neighborhood’s green spaces because they provide no views into the spaces behind.
AAAA6,AAAA,negative,1,urban integration,The indentations do not correspond to the neighborhood’s green spaces because they provide no views into the spaces behind.
AAAA6,AAAA,negative,2,open space,Turning the courtyard into a neighborhood square conflicts with the owners’ concessions and the courtyard’s limited potential.
AAAA6,AAAA,negative,2,urban integration,Turning the courtyard into a neighborhood square conflicts with the owners’ concessions and the courtyard’s limited potential.
AAAA6,AAAA,negative,2,functionality,Turning the courtyard into a neighborhood square conflicts with the owners’ concessions and the courtyard’s limited potential.
AAAA6,AAAA,negative,3,operation,Delivery via the streetcar crossing is not tolerated by the operator.
AAAA6,AAAA,negative,3,safety,Delivery via the streetcar crossing is not tolerated by the operator.
AAAA6,AAAA,negative,3,circulation,Delivery via the streetcar crossing is not tolerated by the operator.
AAAA6,AAAA,negative,4,identity,"The hall, as a public building, could have more charisma."
AAAA6,AAAA,negative,4,expression,"The hall, as a public building, could have more charisma."
AAAA6,AAAA,negative,5,structure,The structural effect of the wooden ribs is unclear.
AAAA6,AAAA,negative,5,expression,The structural effect of the wooden ribs is unclear.
AAAA6,AAAA,negative,6,functionality,The stage does not meet the program requirements because it is separated from the auditorium like a peep box.
AAAA6,AAAA,negative,6,acoustics,The stage does not meet the program requirements because it is separated from the auditorium like a peep box.
AAAA6,AAAA,negative,6,layout,The stage does not meet the program requirements because it is separated from the auditorium like a peep box.
AAAA6,AAAA,negative,7,acoustics,Apartments above the stage are problematic for acoustic reasons.
AAAA6,AAAA,negative,7,functionality,Apartments above the stage are problematic for acoustic reasons.
AAAA6,AAAA,negative,8,visibility,Northernly oriented apartments and apartments above rising roofs have poor market prospects and unsatisfactory views.
AAAA6,AAAA,negative,8,functionality,Northernly oriented apartments and apartments above rising roofs have poor market prospects and unsatisfactory views.
AAAA6,AAAA,negative,8,cost,Northernly oriented apartments and apartments above rising roofs have poor market prospects and unsatisfactory views.
AAAA6,AAAA,negative,9,operation,The close interlocking of hall and residential uses makes realization and developer acquisition difficult.
AAAA6,AAAA,negative,9,cost,The close interlocking of hall and residential uses makes realization and developer acquisition difficult.
AAAA6,AAAA,negative,10,visibility,The coherent form prevents views and loses an element typical of the district.
AAAA6,AAAA,negative,10,urban integration,The coherent form prevents views and loses an element typical of the district.
AAAA6,AAAA,negative,10,identity,The coherent form prevents views and loses an element typical of the district.
